MGI	MGI:88380	F2		GO:0030234	PMID:26742564	IMP		F	coagulation factor II	Cf2|Cf-2|FII|prothrombin|thrombin	protein_coding_gene	NCBITaxon:10090	20220922	MGI	GO:0032024|GO:0099105|GO:1990806|CL:0000169|GO:0030234|GO:0048018	
MGI	MGI:88338	Cd44		GO:0030234	PMID:15090545	ISO	UniProtKB:P16070	F	CD44 antigen	HERMES|Ly-24|Pgp-1	protein_coding_gene	NCBITaxon:10090	20220413	MGI	GO:0030214|GO:0045121|GO:0004415|GO:0015385	
MGI	MGI:1298208	F2rl2		GO:0030234	PMID:26742564	IDA		F	coagulation factor II (thrombin) receptor-like 2	PAR3|PAR-3	protein_coding_gene	NCBITaxon:10090	20220922	MGI	GO:0032024|GO:0099105|GO:1990806|CL:0000169|GO:0001648|GO:0005096	
MGI	MGI:98858	Psmd3		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR013586|InterPro:IPR035267	F	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	AntP91a|Psd3|Tstap91a	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
MGI	MGI:88177	Bmp2		GO:0030234	PMID:7798324	IDA		F	bone morphogenetic protein 2	Bmp2a	protein_coding_gene	NCBITaxon:10090	20210125	MGI	GO:0001649|GO:0030509|GO:0051148|GO:0005886	
MGI	MGI:88177	Bmp2		GO:0030234	PMID:21976273	IDA		F	bone morphogenetic protein 2	Bmp2a	protein_coding_gene	NCBITaxon:10090	20201217	MGI	GO:0030509|GO:0005576	
MGI	MGI:98724	Tgfa		GO:0030234	PMID:7752576	IDA		F	transforming growth factor alpha		protein_coding_gene	NCBITaxon:10090	20211130	MGI	GO:0007173|GO:0005615|GO:0004714	
JaponicusDB	SJAG_01190	cox13		GO:0030234	GO_REF:0000107	IEA	PomBase:SPCC1739.09c	F	cytochrome c oxidase subunit VIa		protein	NCBITaxon:4897	20230101	GO_Central		
JaponicusDB	SJAG_03535	gbs1		GO:0030234	GO_REF:0000107	IEA	PomBase:SPCC825.02	F	glucosidase II beta subunit		protein	NCBITaxon:4897	20230101	PomBase		
JaponicusDB	SJAG_04088	rpn2		GO:0030234	GO_REF:0000104	IEA	UniRule:UR000777776	F	19S proteasome regulatory subunit Rpn2		protein	NCBITaxon:4897	20221109	UniProt		
JaponicusDB	SJAG_04649	trm732		GO:0030234	GO_REF:0000107	IEA	PomBase:SPCC1494.07	F	tRNA (cytosine 32-2'-O)-methyltransferase regulator Trm732		protein	NCBITaxon:4897	20230101	PomBase		
JaponicusDB	SJAG_05219	dpm2		GO:0030234	GO_REF:0000107	IEA	PomBase:SPBC21B10.11	F	dolichol-phosphate mannosyltransferase regulatory subunit Dpm2		protein	NCBITaxon:4897	20230101	InterPro		
JaponicusDB	SJAG_04781	cam2		GO:0030234	GO_REF:0000107	IEA	PomBase:SPAC29A4.05	F	myosin I light chain Cam2		protein	NCBITaxon:4897	20230101	PomBase		
MGI	MGI:88068	Areg		GO:0030234	PMID:23086930	IGI	MGI:MGI:95294	F	amphiregulin	AR|Mcub|Sdgf	protein_coding_gene	NCBITaxon:10090	20211130	MGI	GO:0007173|GO:0005615|GO:0004714	
MGI	MGI:88068	Areg		GO:0030234	PMID:23333074	IGI	MGI:MGI:95294	F	amphiregulin	AR|Mcub|Sdgf	protein_coding_gene	NCBITaxon:10090	20211130	MGI	GO:0007173|GO:0004714	
MGI	MGI:88068	Areg		GO:0030234	PMID:30770250	IGI	MGI:MGI:95294	F	amphiregulin	AR|Mcub|Sdgf	protein_coding_gene	NCBITaxon:10090	20211130	MGI	GO:0007173|GO:0005615|GO:0004714	
MGI	MGI:88068	Areg		GO:0030234	PMID:26243875	IGI	MGI:MGI:95294	F	amphiregulin	AR|Mcub|Sdgf	protein_coding_gene	NCBITaxon:10090	20211130	MGI	GO:0007173|GO:0004714	
MGI	MGI:88068	Areg		GO:0030234	PMID:8702723	ISO	UniProtKB:P15514	F	amphiregulin	AR|Mcub|Sdgf	protein_coding_gene	NCBITaxon:10090	20211208	MGI	GO:0038134|GO:0005615|GO:0004713|GO:0004714	
MGI	MGI:88055	Apoc3		GO:0030234	MGI:MGI:4834177|GO_REF:0000096	ISO	UniProtKB:P02656	F	apolipoprotein C-III		protein_coding_gene	NCBITaxon:10090	20080401	MGI		
MGI	MGI:1917497	Psmd1		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR016642|InterPro:IPR035266	F	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	P112|S1	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
MGI	MGI:109334	Irs2		GO:0030234	PMID:8649419	IDA		F	insulin receptor substrate 2	Irs-2	protein_coding_gene	NCBITaxon:10090	20220715	MGI	GO:0008286	
MGI	MGI:1913663	Psmd6		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR035268	F	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	2400006A19Rik	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
MGI	MGI:2442842	Mtmr9		GO:0030234	PMID:12890864	IDA		F	myotubularin related protein 9	9430075G12Rik|LIP-STYX|mMTMH3|MTMR8	protein_coding_gene	NCBITaxon:10090	20110203	MGI		
MGI	MGI:103099	Cox6a1		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000161400|FB:FBgn0034877|SGD:S000003159	F	cytochrome c oxidase subunit 6A1	subunit VIaL (liver-type)|VIaL	protein_coding_gene	NCBITaxon:10090	20170228	GO_Central		
MGI	MGI:98296	Shc1		GO:0030234	PMID:12483226	IDA		F	src homology 2 domain-containing transforming protein C1	p66|p66shc|ShcA	protein_coding_gene	NCBITaxon:10090	20220803	MGI	GO:0048009|GO:0005091|GO:0140677	
MGI	MGI:98296	Shc1		GO:0030234	PMID:7799946	IDA		F	src homology 2 domain-containing transforming protein C1	p66|p66shc|ShcA	protein_coding_gene	NCBITaxon:10090	20220816	MGI		
MGI	MGI:98289	Scg5		GO:0030234	PMID:21873635	IBA	PANTHER:PTN000296977|FB:FBgn0041707|MGI:MGI:98289|WB:WBGene00011392	F	secretogranin V	7B2|Sgne1|Sgne-1	protein_coding_gene	NCBITaxon:10090	20210715	GO_Central		
MGI	MGI:1096584	Psmd2		GO:0030234	MGI:MGI:2152098|GO_REF:0000002	IEA	InterPro:IPR016643	F	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	9430095H01Rik|TEG-190|Tex190	protein_coding_gene	NCBITaxon:10090	20221225	UniProt		
JaponicusDB	SJAG_03638	mts4		GO:0030234	GO_REF:0000104	IEA	UniRule:UR000759782	F	19S proteasome regulatory subunit Rpn1/Mts4		protein	NCBITaxon:4897	20221109	UniProt		
MGI	MGI:101910	F2rl1		GO:0030234	PMID:17992256	IMP	MGI:MGI:2179844	F	coagulation factor II (thrombin) receptor-like 1	Gpcr11|Par2|PAR-2|Protease-activated receptor-2|proteinase-activated receptor-2	protein_coding_gene	NCBITaxon:10090	20220920	MGI	GO:0046676|GO:0099109|CL:0000169	
MGI	MGI:97298	Septin2		GO:0030234	PMID:14723703	IDA		F	septin 2	Nedd5|Sept2	protein_coding_gene	NCBITaxon:10090	20081010	MGI	MGI:MGI:99917	
MGI	MGI:2441731	Ffar2		GO:0030234	PMID:26075576	IMP		F	free fatty acid receptor 2	Gpr43	protein_coding_gene	NCBITaxon:10090	20221004	MGI	GO:0007186|GO:0046676|CL:0000169|GO:0005886|GO:0010855	
MGI	MGI:1916043	Rab3gap2		GO:0030234	MGI:MGI:4417868|GO_REF:0000096	ISO	RGD:1311518	F	RAB3 GTPase activating protein subunit 2	1110059F07Rik	protein_coding_gene	NCBITaxon:10090	20050519	MGI		
