assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxonParkinsonsUK-UCL	MGI:MGI:98958	Wnt5a	MGI:MGI:2679774|PMID:14557550		GO:0022008	neurogenesis	IDA			20151201	EMAPA:16974	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98956	Wnt3a	MGI:MGI:2679774|PMID:14557550		GO:0022008	neurogenesis	IDA			20151201	EMAPA:16974	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98953	Wnt1	MGI:MGI:2679774|PMID:14557550		GO:0022008	neurogenesis	IDA			20151201	EMAPA:16974	NCBITaxon:10090
UniProt	MGI:MGI:1924232	Vxn	MGI:MGI:6148384|PMID:29518376		GO:0022008	neurogenesis	IMP			20180321		NCBITaxon:10090
MGI	MGI:MGI:98869	Tuba1a	PMID:21041996		GO:0022008	neurogenesis	IMP	MGI:MGI:3617352		20220803		NCBITaxon:10090
MGI	MGI:MGI:98869	Tuba1a	PMID:31386652		GO:0022008	neurogenesis	IMP	MGI:MGI:6506267		20220809		NCBITaxon:10090
GO_Central	MGI:MGI:1914345	Trak1	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001813314|RGD:1307844|MGI:MGI:1261831|RGD:620915|RGD:68327		20220415		NCBITaxon:10090
MGI	MGI:MGI:5589890	Gm30731	PMID:25800779		GO:0022008	neurogenesis	IMP			20190905		NCBITaxon:10090
MGI	MGI:MGI:1333799	Xrcc4	PMID:9875844		GO:0022008	neurogenesis	IMP	MGI:MGI:1926771		20070411	EMAPA:17544	NCBITaxon:10090
MGI	MGI:MGI:1924880	Prdm8	PMID:19050759		GO:0022008	neurogenesis	IDA			20090227		NCBITaxon:10090
UniProt	MGI:MGI:2384875	Cdk5rap2	MGI:MGI:4454588|PMID:20460369		GO:0022008	neurogenesis	IMP			20110719		NCBITaxon:10090
UniProt	UniProtKB:Q96K30	RITA1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:P0CJ62		20101217		NCBITaxon:9606
UniProt	MGI:MGI:98494	Tbx2	MGI:MGI:6710296|PMID:33795231		GO:0022008	neurogenesis	IMP			20210831		NCBITaxon:10090
MGI	MGI:MGI:88192	Smarca4	PMID:22513373		GO:0022008	neurogenesis	IDA			20130123		NCBITaxon:10090
MGI	MGI:MGI:2684938	Prdm6	PMID:19050759		GO:0022008	neurogenesis	IDA			20090227		NCBITaxon:10090
MGI	MGI:MGI:109336	Etv6	PMID:9250681		GO:0022008	neurogenesis	IMP	MGI:MGI:2177950		20160121		NCBITaxon:10090
MGI	MGI:MGI:109619	Neurog2	PMID:19050759		GO:0022008	neurogenesis	IDA			20090227		NCBITaxon:10090
MGI	MGI:MGI:109563	Cxcr4	MGI:MGI:4417868|GO_REF:0000096		GO:0022008	neurogenesis	ISO	RGD:620465		20160715		NCBITaxon:10090
GO_Central	MGI:MGI:109563	Cxcr4	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002573776|RGD:620465|ZFIN:ZDB-GENE-010614-1|MGI:MGI:109563		20220413		NCBITaxon:10090
UniProt	MGI:MGI:1096337	Ephb1	MGI:MGI:3765131|PMID:18057206		GO:0022008	neurogenesis	IMP			20110901		NCBITaxon:10090
UniProt	MGI:MGI:893591	Neurog3	MGI:MGI:2152098|GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR032656		20221225		NCBITaxon:10090
MGI	MGI:MGI:103188	Nfib	PMID:31128945		GO:0022008	neurogenesis	IMP	MGI:MGI:5052268		20221107		NCBITaxon:10090
MGI	MGI:MGI:1927347	Smarce1	PMID:19781646		GO:0022008	neurogenesis	IGI	MGI:MGI:96083		20150629	CL:0000047|PR:000044843	NCBITaxon:10090
MGI	MGI:MGI:1927345	Xrcc2	PMID:16777961		GO:0022008	neurogenesis	IMP	MGI:MGI:3654106		20080205	EMAPA:16895	NCBITaxon:10090
MGI	MGI:MGI:1927345	Xrcc2	PMID:17116431		GO:0022008	neurogenesis	IMP	MGI:MGI:2662686		20140827		NCBITaxon:10090
MGI	MGI:MGI:1927345	Xrcc2	PMID:16777961		GO:0022008	neurogenesis	IMP	MGI:MGI:3654106		20080205	EMAPA:16916	NCBITaxon:10090
UniProt	MGI:MGI:102780	Six1	MGI:MGI:3833798|PMID:19027001		GO:0022008	neurogenesis	IMP			20140926		NCBITaxon:10090
MGI	MGI:MGI:97436	Omp	PMID:18184563		GO:0022008	neurogenesis	IDA			20110418		NCBITaxon:10090
UniProt	MGI:MGI:1916315	Chac1	MGI:MGI:5319736|PMID:22445366		GO:0022008	neurogenesis	IMP			20120430		NCBITaxon:10090
MGI	MGI:MGI:1206039	Nkx6-1	MGI:MGI:4417868|GO_REF:0000096		GO:0022008	neurogenesis	ISO	RGD:69318		20100617		NCBITaxon:10090
MGI	MGI:MGI:101916	Fabp7	PMID:18001149		GO:0022008	neurogenesis	IMP	MGI:MGI:3665437		20080131		NCBITaxon:10090
MGI	MGI:MGI:1100494	Ercc6	MGI:MGI:4834177|GO_REF:0000096		GO:0022008	neurogenesis	ISO	UniProtKB:Q03468		20190813		NCBITaxon:10090
MGI	MGI:MGI:2448528	Prdm13	PMID:19050759		GO:0022008	neurogenesis	IDA			20090227		NCBITaxon:10090
MGI	MGI:MGI:108056	Nfia	PMID:31128945		GO:0022008	neurogenesis	IMP	MGI:MGI:6280648		20221107		NCBITaxon:10090
MGI	MGI:MGI:97311	Nfix	PMID:23776487		GO:0022008	neurogenesis	IMP	MGI:MGI:3802571		20221025		NCBITaxon:10090
MGI	MGI:MGI:97311	Nfix	PMID:23042739		GO:0022008	neurogenesis	IMP	MGI:MGI:3802571		20221025		NCBITaxon:10090
MGI	MGI:MGI:97311	Nfix	PMID:27965439		GO:0022008	neurogenesis	IMP	MGI:MGI:3802570		20221101		NCBITaxon:10090
MGI	MGI:MGI:97311	Nfix	PMID:31128945		GO:0022008	neurogenesis	IMP	MGI:MGI:3802570		20221107		NCBITaxon:10090
MGI	MGI:MGI:97311	Nfix	PMID:33004674		GO:0022008	neurogenesis	IMP	MGI:MGI:3802570		20221116		NCBITaxon:10090
MGI	MGI:MGI:105083	Slc1a1	PMID:29720605		GO:0022008	neurogenesis	IMP	MGI:MGI:2655190		20201217		NCBITaxon:10090
GO_Central	MGI:MGI:108429	Lpar1	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002733659|RGD:620563		20201025		NCBITaxon:10090
MGI	MGI:MGI:108005	Myd88	PMID:18509511		GO:0022008	neurogenesis	IMP	MGI:MGI:2385681		20221208		NCBITaxon:10090
MGI	MGI:MGI:2442620	Nup133	PMID:18539113		GO:0022008	neurogenesis	IMP	MGI:MGI:3578539		20151119	EMAPA:16164	NCBITaxon:10090
MGI	MGI:MGI:1335098	Lig4	PMID:9875844		GO:0022008	neurogenesis	IMP	MGI:MGI:1857732		20070411	EMAPA:17544	NCBITaxon:10090
MGI	MGI:MGI:1335098	Lig4	PMID:10716994		GO:0022008	neurogenesis	IMP	MGI:MGI:1857732		20080204	EMAPA:17577	NCBITaxon:10090
MGI	MGI:MGI:1335098	Lig4	PMID:16777961		GO:0022008	neurogenesis	IMP	MGI:MGI:1857720		20080205	EMAPA:16895	NCBITaxon:10090
MGI	MGI:MGI:1913299	Rogdi	MGI:MGI:4834177|GO_REF:0000096		GO:0022008	neurogenesis	ISO	UniProtKB:Q9GZN7		20150623		NCBITaxon:10090
GO_Central	MGI:MGI:1933765	Btbd1	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:10090
MGI	MGI:MGI:2677061	Dagla	PMID:20147530		GO:0022008	neurogenesis	IMP	MGI:MGI:4438719		20121204		NCBITaxon:10090
GO_Central	MGI:MGI:2442032	Daglb	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:10090
MGI	MGI:MGI:2442032	Daglb	PMID:20147530		GO:0022008	neurogenesis	IMP	MGI:MGI:3529581		20121204		NCBITaxon:10090
UniProt	MGI:MGI:1930001	Bhlhe22	MGI:MGI:2152098|GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR032654		20221225		NCBITaxon:10090
UniProt	MGI:MGI:105371	Spock1	MGI:MGI:1353269|PMID:10640720		GO:0022008	neurogenesis	IEP			20111104		NCBITaxon:10090
MGI	MGI:MGI:1923696	Wdr62	MGI:MGI:4834177|GO_REF:0000096		GO:0022008	neurogenesis	ISO	UniProtKB:O43379		20110817		NCBITaxon:10090
GO_Central	MGI:MGI:1933831	Btbd2	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:10090
MGI	MGI:MGI:87984	Akp3	PMID:1682057		GO:0022008	neurogenesis	IMP	MGI:MGI:1856293		20080922		NCBITaxon:10090
UniProt	UniProtKB:Q9BE52	CDK5RAP2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q8K389		20110719		NCBITaxon:9541
UniProt	UniProtKB:Q19UN5	CDK5RAP2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q8K389		20110719		NCBITaxon:9598
UniProt	UniProtKB:Q5R5R7	VXN	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q8BG31		20180321		NCBITaxon:9601
UniProt	UniProtKB:Q0MQG5	NDUFS2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q91WD5		20201209		NCBITaxon:9598
UniProt	UniProtKB:Q0MQG4	NDUFS2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q91WD5		20201209		NCBITaxon:9595
UniProt	UniProtKB:Q0MQG3	NDUFS2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q91WD5		20201209		NCBITaxon:9600
UniProt	UniProtKB:G1SY10	SPOCK1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q62288		20111104		NCBITaxon:9986
UniProt	UniProtKB:G1MC50	SPOCK1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q62288		20111104		NCBITaxon:9646
UniProt	UniProtKB:D2HS03	RITA1	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:P0CJ62		20101217		NCBITaxon:9646
MGI	MGI:MGI:96785	Lhx2	PMID:18184563		GO:0022008	neurogenesis	IDA			20110418		NCBITaxon:10090
Ensembl	UniProtKB:Q8NC56	LEMD2	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q6DVA0|ensembl:ENSMUSP00000058221		20221109		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q8NBP7	PCSK9	PMID:12552133		GO:0022008	neurogenesis	ISS	UniProtKB:Q80W65		20070530		NCBITaxon:9606
UniProt	UniProtKB:O43379	WDR62	PMID:20890278		GO:0022008	neurogenesis	IMP			20110817		NCBITaxon:9606
GO_Central	UniProtKB:O60296	TRAK2	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001813314|RGD:1307844|MGI:MGI:1261831|RGD:620915|RGD:68327		20220415		NCBITaxon:9606
GO_Central	UniProtKB:Q9Y2F9	BTBD3	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN001229949|MGI:MGI:2385155|FB:FBgn0262871		20220417		NCBITaxon:9606
Ensembl	UniProtKB:P47874	OMP	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q64288|ensembl:ENSMUSP00000095882		20221109		NCBITaxon:9606
GO_Central	UniProtKB:P00533	EGFR	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN000698827|FB:FBgn0003731|RGD:2543|RGD:2561|MGI:MGI:104771|ZFIN:ZDB-GENE-031118-121|MGI:MGI:95410|ZFIN:ZDB-GENE-050107-1|MGI:MGI:95411|ZFIN:ZDB-GENE-030918-4|RGD:69323		20220901		NCBITaxon:9606
UniProt	UniProtKB:O75503	CLN5	PMID:10992246		GO:0022008	neurogenesis	IEP			20060918		NCBITaxon:9606
GO_Central	UniProtKB:Q8NCG7	DAGLB	PMID:21873635		GO:0022008	neurogenesis	IBA	PANTHER:PTN002502099|MGI:MGI:2442032		20220106		NCBITaxon:9606
InterPro	UniProtKB:A0A287BA03	NAV2	GO_REF:0000002		GO:0022008	neurogenesis	IEA	InterPro:IPR039041		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1SK41	SLC1A1	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:P51906|ensembl:ENSMUSP00000025875		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A287B280	XRCC2	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q9CX47|ensembl:ENSMUSP00000030773		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RKN9	CEP120	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q7TSG1|ensembl:ENSMUSP00000062433		20221109		NCBITaxon:9823
Ensembl	UniProtKB:I3LUS1	DCHS1	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:E9PVD3|ensembl:ENSMUSP00000077574		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A287ATT0	LEMD2	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q6DVA0|ensembl:ENSMUSP00000058221		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1SMH8	BRINP1	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q920P3|ensembl:ENSMUSP00000030036		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RRK4	KAT5	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q8CHK4|ensembl:ENSMUSP00000109271		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A5G2Q874	KAT8	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q9D1P2|ensembl:ENSMUSP00000033070		20221109		NCBITaxon:9823
Ensembl	UniProtKB:A0A5G2Q874	KAT8	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q9H7Z6|ensembl:ENSP00000219797		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F1RXE6	SMARCE1	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:O54941|ensembl:ENSMUSP00000099422		20221109		NCBITaxon:9823
Ensembl	UniProtKB:F8SIP4	TBX2	GO_REF:0000107		GO:0022008	neurogenesis	IEA	UniProtKB:Q60707|ensembl:ENSMUSP00000000095		20221109		NCBITaxon:9823
UniProt	UniProtKB:O75306	NDUFS2	GO_REF:0000024		GO:0022008	neurogenesis	ISS	UniProtKB:Q91WD5		20201209		NCBITaxon:9606
